"","hAstro","U3028"
"chr15:56915873-56924142_chr15:57131152-57137542",0,1
"chr15:56915873-56924142_chr15:57142773-57157578",1,1
"chr15:56915873-56924142_chr15:57158282-57161074",0,1
"chr15:56915873-56924142_chr15:57196145-57204966",0,1
"chr15:56915873-56924142_chr15:57212086-57242577",1,1
"chr15:56915873-56924142_chr15:57249530-57260937",0,1
"chr15:56915873-56924142_chr15:57305121-57310237",1,1
"chr15:56915873-56924142_chr15:57375218-57380644",0,1
"chr15:56960454-56962772_chr15:57249530-57260937",0,1
"chr15:57018910-57024247_chr15:57131152-57137542",0,1
"chr15:57018910-57024247_chr15:57196145-57204966",0,1
"chr15:57018910-57024247_chr15:57212086-57242577",0,1
"chr15:57018910-57024247_chr15:57249530-57260937",0,1
"chr15:57026620-57029883_chr15:57131152-57137542",0,1
"chr15:57026620-57029883_chr15:57212086-57242577",0,1
"chr15:57026620-57029883_chr15:57249530-57260937",0,1
"chr15:57034267-57036766_chr15:57142773-57157578",0,1
"chr15:57034267-57036766_chr15:57212086-57242577",0,1
"chr15:57037351-57040171_chr15:57212086-57242577",0,1
"chr15:57041313-57044179_chr15:57196145-57204966",0,1
"chr15:57116915-57120378_chr15:57212086-57242577",0,1
"chr15:57116915-57120378_chr15:57305121-57310237",0,1
"chr15:57122590-57125935_chr15:57212086-57242577",0,1
"chr15:57122590-57125935_chr15:57375218-57380644",0,1
"chr15:57127077-57128805_chr15:57212086-57242577",0,1
"chr15:57131152-57137542_chr15:57212086-57242577",0,1
"chr15:57131152-57137542_chr15:57249530-57260937",0,1
"chr15:57131152-57137542_chr15:59103867-59107372",0,1
"chr15:57142773-57157578_chr15:57212086-57242577",0,1
"chr15:57142773-57157578_chr15:57249530-57260937",0,1
"chr15:57142773-57157578_chr15:57305121-57310237",0,1
"chr15:57158282-57161074_chr15:57212086-57242577",0,1
"chr15:57158282-57161074_chr15:57305121-57310237",0,1
"chr15:57196145-57204966_chr15:57212086-57242577",0,1
"chr15:57196145-57204966_chr15:57305121-57310237",0,1
"chr15:57196145-57204966_chr15:57375218-57380644",0,1
"chr15:57212086-57242577_chr15:57243762-57247703",0,1
"chr15:57212086-57242577_chr15:57249530-57260937",0,1
"chr15:57212086-57242577_chr15:57305121-57310237",0,1
"chr15:57212086-57242577_chr15:57375218-57380644",0,1
"chr15:57212086-57242577_chr15:57393610-57396377",0,1
"chr15:57212086-57242577_chr15:57705383-57709494",0,1
"chr15:57212086-57242577_chr15:58745172-58752230",0,1
"chr15:57212086-57242577_chr15:58986241-58991279",0,1
"chr15:57212086-57242577_chr15:59103867-59107372",0,1
"chr15:57249530-57260937_chr15:57705383-57709494",0,1
"chr15:57375218-57380644_chr15:57393610-57396377",0,1
"chr15:57375218-57380644_chr15:58986241-58991279",0,1
"chr15:57589936-57595073_chr15:57705383-57709494",0,1
"chr15:57705383-57709494_chr15:58745172-58752230",0,1
"chr15:58192197-58196675_chr15:58763485-58766549",1,0
"chr15:58227302-58231886_chr15:58627876-58629797",0,1
"chr15:58227302-58231886_chr15:58745172-58752230",0,1
"chr15:58227302-58231886_chr15:58768946-58775885",0,1
"chr15:58227302-58231886_chr15:58930208-58935301",0,1
"chr15:58227302-58231886_chr15:58986241-58991279",0,1
"chr15:58227302-58231886_chr15:59103867-59107372",0,1
"chr15:58227302-58231886_chr15:59369454-59374535",0,1
"chr15:58258837-58262010_chr15:58745172-58752230",0,1
"chr15:58258837-58262010_chr15:58768946-58775885",0,1
"chr15:58549913-58553145_chr15:58768946-58775885",1,0
"chr15:58549913-58553145_chr15:59369454-59374535",1,0
"chr15:58611920-58615918_chr15:58745172-58752230",1,1
"chr15:58627876-58629797_chr15:58745172-58752230",0,1
"chr15:58627876-58629797_chr15:58768946-58775885",0,1
"chr15:58627876-58629797_chr15:59103867-59107372",0,1
"chr15:58745172-58752230_chr15:58768946-58775885",1,1
"chr15:58745172-58752230_chr15:58930208-58935301",0,1
"chr15:58745172-58752230_chr15:58986241-58991279",0,1
"chr15:58745172-58752230_chr15:59103867-59107372",0,1
"chr15:58745172-58752230_chr15:59654755-59658913",0,1
"chr15:58768946-58775885_chr15:58930208-58935301",0,1
"chr15:58768946-58775885_chr15:58986241-58991279",0,1
"chr15:58768946-58775885_chr15:59103867-59107372",1,1
"chr15:58768946-58775885_chr15:59436230-59440200",0,1
"chr15:58768946-58775885_chr15:59992405-60012071",0,1
"chr15:58768946-58775885_chr15:60383922-60400815",0,1
"chr15:58930208-58935301_chr15:58986241-58991279",0,1
"chr15:58930208-58935301_chr15:59103867-59107372",0,1
"chr15:58930208-58935301_chr15:59369454-59374535",0,1
"chr15:58930208-58935301_chr15:59436230-59440200",0,1
"chr15:58930208-58935301_chr15:59685490-59691994",0,1
"chr15:58930208-58935301_chr15:60383922-60400815",0,1
"chr15:58986241-58991279_chr15:59103867-59107372",1,1
"chr15:58986241-58991279_chr15:59285900-59297374",0,1
"chr15:58986241-58991279_chr15:59314672-59318060",0,1
"chr15:58986241-58991279_chr15:59369454-59374535",1,1
"chr15:58986241-58991279_chr15:59436230-59440200",1,1
"chr15:58986241-58991279_chr15:59654755-59658913",0,1
"chr15:58986241-58991279_chr15:60369216-60381387",0,1
"chr15:59103867-59107372_chr15:59369454-59374535",1,1
"chr15:59103867-59107372_chr15:59436230-59440200",0,1
"chr15:59103867-59107372_chr15:59685490-59691994",0,1
"chr15:59103867-59107372_chr15:60369216-60381387",0,1
"chr15:59285900-59297374_chr15:59369454-59374535",0,1
"chr15:59285900-59297374_chr15:59654755-59658913",0,1
"chr15:59285900-59297374_chr15:59992405-60012071",0,1
"chr15:59285900-59297374_chr15:60383922-60400815",0,1
"chr15:59314672-59318060_chr15:59369454-59374535",0,1
"chr15:59314672-59318060_chr15:60383922-60400815",0,1
"chr15:59369454-59374535_chr15:59436230-59440200",0,1
"chr15:59369454-59374535_chr15:59654755-59658913",0,1
"chr15:59369454-59374535_chr15:59685490-59691994",0,1
"chr15:59369454-59374535_chr15:60383922-60400815",0,1
"chr15:59654755-59658913_chr15:59685490-59691994",0,1
"chr15:59654755-59658913_chr15:60383922-60400815",1,1
"chr15:59685490-59691994_chr15:59992405-60012071",1,1
"chr15:59685490-59691994_chr15:60114990-60120198",0,1
"chr15:59685490-59691994_chr15:60126287-60129553",0,1
"chr15:59685490-59691994_chr15:60297935-60304573",0,1
"chr15:59685490-59691994_chr15:60369216-60381387",0,1
"chr15:59685490-59691994_chr15:60383922-60400815",0,1
"chr15:59685490-59691994_chr15:60475207-60481253",1,0
"chr15:59685490-59691994_chr15:60588218-60594204",0,1
"chr15:59685490-59691994_chr15:61225395-61231445",0,1
"chr15:59992405-60012071_chr15:60114990-60120198",0,1
"chr15:59992405-60012071_chr15:60126287-60129553",1,1
"chr15:59992405-60012071_chr15:60297935-60304573",0,1
"chr15:59992405-60012071_chr15:60321127-60327808",1,0
"chr15:59992405-60012071_chr15:60369216-60381387",0,1
"chr15:59992405-60012071_chr15:60383922-60400815",1,1
"chr15:59992405-60012071_chr15:60588218-60594204",1,0
"chr15:60114990-60120198_chr15:60383922-60400815",0,1
"chr15:60114990-60120198_chr15:60475207-60481253",0,1
"chr15:60297935-60304573_chr15:60475207-60481253",0,1
"chr15:60321127-60327808_chr15:60475207-60481253",1,0
"chr15:60369216-60381387_chr15:60383922-60400815",0,1
"chr15:60369216-60381387_chr15:60475207-60481253",0,1
"chr15:60369216-60381387_chr15:61225395-61231445",0,1
"chr15:60383922-60400815_chr15:60475207-60481253",1,1
"chr15:60383922-60400815_chr15:60588218-60594204",0,1
"chr15:60383922-60400815_chr15:61225395-61231445",0,1
"chr15:60383922-60400815_chr15:62057588-62062689",1,0
"chr15:60383922-60400815_chr15:62064480-62069983",0,1
"chr15:60475207-60481253_chr15:60588218-60594204",0,1
"chr15:60475207-60481253_chr15:60659080-60662282",0,1
"chr15:60475207-60481253_chr15:61225395-61231445",1,1
"chr15:60475207-60481253_chr15:62057588-62062689",1,0
"chr15:60588218-60594204_chr15:60751237-60753847",0,1
"chr15:60588218-60594204_chr15:60803852-60806743",0,1
"chr15:60588218-60594204_chr15:61204295-61206846",0,1
"chr15:60588218-60594204_chr15:61225395-61231445",0,1
"chr15:60588218-60594204_chr15:61834489-61836946",0,1
"chr15:61225395-61231445_chr15:61834489-61836946",0,1
"chr15:61225395-61231445_chr15:62057588-62062689",0,1
"chr15:61225395-61231445_chr15:62064480-62069983",0,1
"chr15:61834489-61836946_chr15:62064480-62069983",0,1
"chr15:62057588-62062689_chr15:62064480-62069983",1,1
"chr15:62057588-62062689_chr15:62162050-62166545",0,1
"chr15:62057588-62062689_chr15:62206508-62219239",1,0
"chr15:62057588-62062689_chr15:62317022-62322843",1,0
"chr15:62057588-62062689_chr15:63041079-63052433",0,1
"chr15:62057588-62062689_chr15:63184347-63195243",0,1
"chr15:62064480-62069983_chr15:62206508-62219239",1,0
"chr15:62064480-62069983_chr15:62259072-62273508",1,0
"chr15:62064480-62069983_chr15:62387874-62393845",1,1
"chr15:62064480-62069983_chr15:63041079-63052433",1,0
"chr15:62162050-62166545_chr15:62387874-62393845",0,1
"chr15:62259072-62273508_chr15:62387874-62393845",1,1
"chr15:62259072-62273508_chr15:63153714-63159711",0,1
"chr15:62387874-62393845_chr15:62757146-62760642",0,1
"chr15:62387874-62393845_chr15:62895340-62898392",0,1
"chr15:62387874-62393845_chr15:63041079-63052433",0,1
"chr15:62885270-62888847_chr15:63041079-63052433",0,1
"chr15:62885270-62888847_chr15:63274977-63279552",0,1
"chr15:62895340-62898392_chr15:63041079-63052433",0,1
"chr15:63041079-63052433_chr15:63119253-63124642",1,1
"chr15:63041079-63052433_chr15:63153714-63159711",1,1
"chr15:63041079-63052433_chr15:63184347-63195243",1,1
"chr15:63041079-63052433_chr15:63274977-63279552",0,1
"chr15:63041079-63052433_chr15:63339559-63350409",0,1
"chr15:63041079-63052433_chr15:63433146-63437777",0,1
"chr15:63041079-63052433_chr15:63499825-63508023",0,1
"chr15:63041079-63052433_chr15:63599325-63603009",0,1
"chr15:63041079-63052433_chr15:64035533-64054478",0,1
"chr15:63119253-63124642_chr15:63153714-63159711",1,1
"chr15:63119253-63124642_chr15:63274977-63279552",1,1
"chr15:63119253-63124642_chr15:63370981-63384151",0,1
"chr15:63119253-63124642_chr15:63499825-63508023",0,1
"chr15:63119253-63124642_chr15:63599325-63603009",0,1
"chr15:63119253-63124642_chr15:64090474-64101630",0,1
"chr15:63119253-63124642_chr15:64377394-64394231",0,1
"chr15:63153714-63159711_chr15:63184347-63195243",1,1
"chr15:63153714-63159711_chr15:63274977-63279552",1,1
"chr15:63153714-63159711_chr15:63339559-63350409",0,1
"chr15:63153714-63159711_chr15:63370981-63384151",1,1
"chr15:63153714-63159711_chr15:63433146-63437777",0,1
"chr15:63153714-63159711_chr15:63458215-63464381",0,1
"chr15:63153714-63159711_chr15:63499825-63508023",0,1
"chr15:63153714-63159711_chr15:63599325-63603009",0,1
"chr15:63153714-63159711_chr15:64035533-64054478",0,1
"chr15:63153714-63159711_chr15:64129276-64164544",0,1
"chr15:63184347-63195243_chr15:63274977-63279552",1,1
"chr15:63184347-63195243_chr15:63339559-63350409",0,1
"chr15:63184347-63195243_chr15:63370981-63384151",1,1
"chr15:63184347-63195243_chr15:63433146-63437777",0,1
"chr15:63184347-63195243_chr15:63458215-63464381",0,1
"chr15:63184347-63195243_chr15:63499825-63508023",1,1
"chr15:63184347-63195243_chr15:63599325-63603009",0,1
"chr15:63184347-63195243_chr15:63831131-63835640",0,1
"chr15:63184347-63195243_chr15:64090474-64101630",0,1
"chr15:63201761-63205210_chr15:63370981-63384151",0,1
"chr15:63274977-63279552_chr15:63370981-63384151",0,1
"chr15:63274977-63279552_chr15:63433146-63437777",0,1
"chr15:63274977-63279552_chr15:63458215-63464381",0,1
"chr15:63274977-63279552_chr15:63499825-63508023",1,1
"chr15:63274977-63279552_chr15:63599325-63603009",0,1
"chr15:63274977-63279552_chr15:64090474-64101630",0,1
"chr15:63370981-63384151_chr15:63499825-63508023",1,1
"chr15:63370981-63384151_chr15:63599325-63603009",1,1
"chr15:63370981-63384151_chr15:64090474-64101630",0,1
"chr15:63370981-63384151_chr15:64697223-64704538",0,1
"chr15:63433146-63437777_chr15:63599325-63603009",0,1
"chr15:63433146-63437777_chr15:64090474-64101630",0,1
"chr15:63458215-63464381_chr15:63599325-63603009",0,1
"chr15:63458215-63464381_chr15:64090474-64101630",0,1
"chr15:63499825-63508023_chr15:63599325-63603009",1,1
"chr15:63499825-63508023_chr15:63605217-63611744",0,1
"chr15:63499825-63508023_chr15:63831131-63835640",0,1
"chr15:63499825-63508023_chr15:64090474-64101630",1,1
"chr15:63499825-63508023_chr15:64129276-64164544",1,1
"chr15:63499825-63508023_chr15:64353636-64358106",1,0
"chr15:63499825-63508023_chr15:65284130-65289789",1,0
"chr15:63599325-63603009_chr15:63831131-63835640",0,1
"chr15:63599325-63603009_chr15:64035533-64054478",0,1
"chr15:63599325-63603009_chr15:64090474-64101630",0,1
"chr15:63831131-63835640_chr15:64035533-64054478",0,1
"chr15:63831131-63835640_chr15:64090474-64101630",0,1
"chr15:63831131-63835640_chr15:64129276-64164544",0,1
"chr15:63831131-63835640_chr15:64377394-64394231",1,1
"chr15:63831131-63835640_chr15:64459262-64463842",0,1
"chr15:63831131-63835640_chr15:65182033-65186814",1,1
"chr15:64035533-64054478_chr15:64090474-64101630",0,1
"chr15:64035533-64054478_chr15:64129276-64164544",0,1
"chr15:64035533-64054478_chr15:64630689-64636868",0,1
"chr15:64090474-64101630_chr15:64129276-64164544",1,1
"chr15:64090474-64101630_chr15:64353636-64358106",0,1
"chr15:64090474-64101630_chr15:64377394-64394231",0,1
"chr15:64090474-64101630_chr15:64441418-64454438",0,1
"chr15:64090474-64101630_chr15:64459262-64463842",0,1
"chr15:64090474-64101630_chr15:64697223-64704538",1,1
"chr15:64090474-64101630_chr15:64813431-64828285",0,1
"chr15:64090474-64101630_chr15:64900179-64915437",0,1
"chr15:64090474-64101630_chr15:64986669-64991846",0,1
"chr15:64090474-64101630_chr15:65128103-65139826",0,1
"chr15:64090474-64101630_chr15:65294727-65297371",0,1
"chr15:64090474-64101630_chr15:65867409-65875312",0,1
"chr15:64129276-64164544_chr15:64353636-64358106",1,1
"chr15:64129276-64164544_chr15:64377394-64394231",1,1
"chr15:64129276-64164544_chr15:64697223-64704538",0,1
"chr15:64129276-64164544_chr15:64813431-64828285",0,1
"chr15:64129276-64164544_chr15:64839075-64898647",1,0
"chr15:64129276-64164544_chr15:65025637-65030707",1,0
"chr15:64129276-64164544_chr15:65128103-65139826",0,1
"chr15:64129276-64164544_chr15:65299857-65306696",0,1
"chr15:64129276-64164544_chr15:65509557-65521099",0,1
"chr15:64241389-64250380_chr15:64353636-64358106",1,0
"chr15:64241389-64250380_chr15:64377394-64394231",1,0
"chr15:64353636-64358106_chr15:64377394-64394231",1,1
"chr15:64353636-64358106_chr15:64697223-64704538",1,1
"chr15:64353636-64358106_chr15:64900179-64915437",0,1
"chr15:64353636-64358106_chr15:64986669-64991846",0,1
"chr15:64353636-64358106_chr15:65128103-65139826",0,1
"chr15:64353636-64358106_chr15:65284130-65289789",0,1
"chr15:64377394-64394231_chr15:64459262-64463842",0,1
"chr15:64377394-64394231_chr15:64697223-64704538",0,1
"chr15:64377394-64394231_chr15:64813431-64828285",0,1
"chr15:64377394-64394231_chr15:64900179-64915437",0,1
"chr15:64377394-64394231_chr15:64986669-64991846",1,0
"chr15:64377394-64394231_chr15:65182033-65186814",0,1
"chr15:64377394-64394231_chr15:65284130-65289789",0,1
"chr15:64377394-64394231_chr15:65294727-65297371",0,1
"chr15:64377394-64394231_chr15:65407730-65418449",0,1
"chr15:64377394-64394231_chr15:65419077-65424545",1,0
"chr15:64377394-64394231_chr15:65528600-65536667",0,1
"chr15:64377394-64394231_chr15:65867409-65875312",0,1
"chr15:64441418-64454438_chr15:64459262-64463842",0,1
"chr15:64441418-64454438_chr15:64839075-64898647",0,1
"chr15:64459262-64463842_chr15:64630689-64636868",0,1
"chr15:64459262-64463842_chr15:64697223-64704538",1,1
"chr15:64459262-64463842_chr15:64900179-64915437",0,1
"chr15:64459262-64463842_chr15:65182033-65186814",0,1
"chr15:64630689-64636868_chr15:64813431-64828285",0,1
"chr15:64630689-64636868_chr15:64839075-64898647",0,1
"chr15:64697223-64704538_chr15:64813431-64828285",0,1
"chr15:64697223-64704538_chr15:64839075-64898647",0,1
"chr15:64697223-64704538_chr15:64900179-64915437",0,1
"chr15:64697223-64704538_chr15:64986669-64991846",0,1
"chr15:64697223-64704538_chr15:65025637-65030707",1,1
"chr15:64697223-64704538_chr15:65128103-65139826",0,1
"chr15:64697223-64704538_chr15:65182033-65186814",0,1
"chr15:64697223-64704538_chr15:65294727-65297371",0,1
"chr15:64697223-64704538_chr15:65299857-65306696",1,0
"chr15:64697223-64704538_chr15:65528600-65536667",0,1
"chr15:64697223-64704538_chr15:65786741-65794513",0,1
"chr15:64697223-64704538_chr15:66556995-66580812",0,1
"chr15:64773513-64778505_chr15:64839075-64898647",1,1
"chr15:64773513-64778505_chr15:64900179-64915437",0,1
"chr15:64773513-64778505_chr15:64986669-64991846",1,1
"chr15:64773513-64778505_chr15:65182033-65186814",0,1
"chr15:64773513-64778505_chr15:65786741-65794513",0,1
"chr15:64813431-64828285_chr15:64839075-64898647",1,1
"chr15:64813431-64828285_chr15:64900179-64915437",0,1
"chr15:64813431-64828285_chr15:64986669-64991846",0,1
"chr15:64813431-64828285_chr15:65025637-65030707",0,1
"chr15:64813431-64828285_chr15:65128103-65139826",0,1
"chr15:64813431-64828285_chr15:65284130-65289789",0,1
"chr15:64813431-64828285_chr15:65375287-65379643",0,1
"chr15:64813431-64828285_chr15:65607626-65618093",0,1
"chr15:64813431-64828285_chr15:66698592-66708913",0,1
"chr15:64839075-64898647_chr15:64900179-64915437",1,1
"chr15:64839075-64898647_chr15:64986669-64991846",1,1
"chr15:64839075-64898647_chr15:65025637-65030707",0,1
"chr15:64839075-64898647_chr15:65043582-65060861",0,1
"chr15:64839075-64898647_chr15:65128103-65139826",0,1
"chr15:64839075-64898647_chr15:65182033-65186814",0,1
"chr15:64839075-64898647_chr15:65299857-65306696",0,1
"chr15:64839075-64898647_chr15:65375287-65379643",0,1
"chr15:64839075-64898647_chr15:65844878-65847393",0,1
"chr15:64900179-64915437_chr15:64986669-64991846",1,1
"chr15:64900179-64915437_chr15:65025637-65030707",1,1
"chr15:64900179-64915437_chr15:65043582-65060861",0,1
"chr15:64900179-64915437_chr15:65064392-65072253",0,1
"chr15:64900179-64915437_chr15:65284130-65289789",0,1
"chr15:64900179-64915437_chr15:65299857-65306696",0,1
"chr15:64986669-64991846_chr15:65025637-65030707",1,1
"chr15:64986669-64991846_chr15:65128103-65139826",0,1
"chr15:64986669-64991846_chr15:65182033-65186814",0,1
"chr15:64986669-64991846_chr15:65407730-65418449",0,1
"chr15:64986669-64991846_chr15:65867409-65875312",0,1
"chr15:64986669-64991846_chr15:66494988-66508231",0,1
"chr15:64986669-64991846_chr15:66698592-66708913",0,1
"chr15:65025637-65030707_chr15:65043582-65060861",0,1
"chr15:65025637-65030707_chr15:65128103-65139826",1,1
"chr15:65025637-65030707_chr15:65182033-65186814",0,1
"chr15:65025637-65030707_chr15:65284130-65289789",0,1
"chr15:65025637-65030707_chr15:65407730-65418449",0,1
"chr15:65025637-65030707_chr15:65419077-65424545",0,1
"chr15:65025637-65030707_chr15:65509557-65521099",0,1
"chr15:65032165-65036310_chr15:65128103-65139826",0,1
"chr15:65032165-65036310_chr15:65182033-65186814",0,1
"chr15:65032165-65036310_chr15:65299857-65306696",0,1
"chr15:65032165-65036310_chr15:65419077-65424545",0,1
"chr15:65043582-65060861_chr15:65128103-65139826",0,1
"chr15:65043582-65060861_chr15:65182033-65186814",0,1
"chr15:65043582-65060861_chr15:65284130-65289789",0,1
"chr15:65043582-65060861_chr15:65294727-65297371",0,1
"chr15:65128103-65139826_chr15:65182033-65186814",1,1
"chr15:65128103-65139826_chr15:65284130-65289789",0,1
"chr15:65128103-65139826_chr15:65299857-65306696",0,1
"chr15:65128103-65139826_chr15:65354242-65357701",1,0
"chr15:65128103-65139826_chr15:65407730-65418449",0,1
