chr.x	start.x	end.x	name	score	value	exp	color	sourceChrom	sourceStart	sourceEnd	sourceName	sourceStrand	targetChrom	targetStart	targetEnd	targetName	targetStrand
186607	chr15	43744868	43752471	Chaitali_875	1	5.15949972617794	GB.specific	#e31a1c	chr15	43744868	43752471	anchor1	+	chr15	45375095	45380113	anchor2	+
186609	chr15	43775134	43778812	Chaitali_876	3	13.373475952747	common	#a0a0a0	chr15	43775134	43778812	anchor1	+	chr15	43790219	43796722	anchor2	+
186610	chr15	43775134	43778812	Chaitali_877	7	12.4469537923296	common	#a0a0a0	chr15	43775134	43778812	anchor1	+	chr15	43819363	43835036	anchor2	+
186611	chr15	43775134	43778812	Chaitali_878	1	6.73509987189668	GB.specific	#e31a1c	chr15	43775134	43778812	anchor1	+	chr15	44284343	44292222	anchor2	+
186613	chr15	43790219	43796722	Chaitali_879	8	20	common	#a0a0a0	chr15	43790219	43796722	anchor1	+	chr15	43798531	43802472	anchor2	+
186614	chr15	43790219	43796722	Chaitali_880	22	20	common	#a0a0a0	chr15	43790219	43796722	anchor1	+	chr15	43819363	43835036	anchor2	+
186615	chr15	43790219	43796722	Chaitali_881	2	20	common	#a0a0a0	chr15	43790219	43796722	anchor1	+	chr15	44185493	44196670	anchor2	+
186616	chr15	43790219	43796722	Chaitali_882	2	20	GB.specific	#e31a1c	chr15	43790219	43796722	anchor1	+	chr15	44284343	44292222	anchor2	+
186617	chr15	43790219	43796722	Chaitali_883	3	20	GB.specific	#e31a1c	chr15	43790219	43796722	anchor1	+	chr15	44425203	44433863	anchor2	+
186618	chr15	43790219	43796722	Chaitali_884	4	20	common	#a0a0a0	chr15	43790219	43796722	anchor1	+	chr15	44534491	44539855	anchor2	+
186619	chr15	43798531	43802472	Chaitali_885	15	20	common	#a0a0a0	chr15	43798531	43802472	anchor1	+	chr15	43819363	43835036	anchor2	+
186620	chr15	43798531	43802472	Chaitali_886	2	20	GB.specific	#e31a1c	chr15	43798531	43802472	anchor1	+	chr15	44185493	44196670	anchor2	+
186623	chr15	43798531	43802472	Chaitali_887	1	20	GB.specific	#e31a1c	chr15	43798531	43802472	anchor1	+	chr15	44534491	44539855	anchor2	+
186626	chr15	43819363	43835036	Chaitali_888	2	9.05636596462754	GB.specific	#e31a1c	chr15	43819363	43835036	anchor1	+	chr15	43998166	44001656	anchor2	+
186627	chr15	43819363	43835036	Chaitali_889	1	10.5737712477795	GB.specific	#e31a1c	chr15	43819363	43835036	anchor1	+	chr15	44100157	44103261	anchor2	+
186628	chr15	43819363	43835036	Chaitali_890	10	20	common	#a0a0a0	chr15	43819363	43835036	anchor1	+	chr15	44185493	44196670	anchor2	+
186631	chr15	43819363	43835036	Chaitali_891	4	20	GB.specific	#e31a1c	chr15	43819363	43835036	anchor1	+	chr15	44284343	44292222	anchor2	+
186632	chr15	43819363	43835036	Chaitali_892	7	20	GB.specific	#e31a1c	chr15	43819363	43835036	anchor1	+	chr15	44425203	44433863	anchor2	+
186633	chr15	43819363	43835036	Chaitali_893	11	20	GB.specific	#e31a1c	chr15	43819363	43835036	anchor1	+	chr15	44534491	44539855	anchor2	+
186634	chr15	43819363	43835036	Chaitali_894	4	20	GB.specific	#e31a1c	chr15	43819363	43835036	anchor1	+	chr15	44661058	44665265	anchor2	+
186635	chr15	43819363	43835036	Chaitali_895	1	5.02597771281195	GB.specific	#e31a1c	chr15	43819363	43835036	anchor1	+	chr15	45164868	45168546	anchor2	+
186636	chr15	43819363	43835036	Chaitali_896	2	10.9992801391433	GB.specific	#e31a1c	chr15	43819363	43835036	anchor1	+	chr15	45196890	45202578	anchor2	+
186649	chr15	43998166	44001656	Chaitali_897	1	20	GB.specific	#e31a1c	chr15	43998166	44001656	anchor1	+	chr15	44185493	44196670	anchor2	+
186651	chr15	43998166	44001656	Chaitali_898	2	8.25806493194904	GB.specific	#e31a1c	chr15	43998166	44001656	anchor1	+	chr15	44284343	44292222	anchor2	+
186652	chr15	43998166	44001656	Chaitali_899	1	4.33757561312597	GB.specific	#e31a1c	chr15	43998166	44001656	anchor1	+	chr15	44534491	44539855	anchor2	+
186653	chr15	44100157	44103261	Chaitali_900	5	20	GB.specific	#e31a1c	chr15	44100157	44103261	anchor1	+	chr15	44185493	44196670	anchor2	+
186654	chr15	44100157	44103261	Chaitali_901	2	13.971945224227	GB.specific	#e31a1c	chr15	44100157	44103261	anchor1	+	chr15	44284343	44292222	anchor2	+
186656	chr15	44100157	44103261	Chaitali_902	1	11.7448904040613	GB.specific	#e31a1c	chr15	44100157	44103261	anchor1	+	chr15	44534491	44539855	anchor2	+
186658	chr15	44185493	44196670	Chaitali_903	5	20	GB.specific	#e31a1c	chr15	44185493	44196670	anchor1	+	chr15	44284343	44292222	anchor2	+
186659	chr15	44185493	44196670	Chaitali_904	2	20	GB.specific	#e31a1c	chr15	44185493	44196670	anchor1	+	chr15	44425203	44433863	anchor2	+
186660	chr15	44185493	44196670	Chaitali_905	3	20	GB.specific	#e31a1c	chr15	44185493	44196670	anchor1	+	chr15	44534491	44539855	anchor2	+
186664	chr15	44284343	44292222	Chaitali_906	4	20	GB.specific	#e31a1c	chr15	44284343	44292222	anchor1	+	chr15	44425203	44433863	anchor2	+
186665	chr15	44284343	44292222	Chaitali_907	7	20	GB.specific	#e31a1c	chr15	44284343	44292222	anchor1	+	chr15	44534491	44539855	anchor2	+
186666	chr15	44284343	44292222	Chaitali_908	2	20	GB.specific	#e31a1c	chr15	44284343	44292222	anchor1	+	chr15	44661058	44665265	anchor2	+
186668	chr15	44284343	44292222	Chaitali_909	1	10.9183271709212	GB.specific	#e31a1c	chr15	44284343	44292222	anchor1	+	chr15	45584509	45591160	anchor2	+
186669	chr15	44425203	44433863	Chaitali_910	4	20	common	#a0a0a0	chr15	44425203	44433863	anchor1	+	chr15	44534491	44539855	anchor2	+
186672	chr15	44425203	44433863	Chaitali_911	1	4.61369103773609	GB.specific	#e31a1c	chr15	44425203	44433863	anchor1	+	chr15	45196890	45202578	anchor2	+
186673	chr15	44534491	44539855	Chaitali_912	2	20	GB.specific	#e31a1c	chr15	44534491	44539855	anchor1	+	chr15	44661058	44665265	anchor2	+
186675	chr15	44534491	44539855	Chaitali_913	1	4.38782293283285	hAstro.specific	#1f78b4	chr15	44534491	44539855	anchor1	+	chr15	45105511	45120436	anchor2	+
186677	chr15	44534491	44539855	Chaitali_914	1	7.06366987631691	GB.specific	#e31a1c	chr15	44534491	44539855	anchor1	+	chr15	45196890	45202578	anchor2	+
186678	chr15	44534491	44539855	Chaitali_915	1	7.19886293014908	hAstro.specific	#1f78b4	chr15	44534491	44539855	anchor1	+	chr15	45277581	45280940	anchor2	+
186679	chr15	44534491	44539855	Chaitali_916	1	7.34111060884947	GB.specific	#e31a1c	chr15	44534491	44539855	anchor1	+	chr15	45375095	45380113	anchor2	+
186683	chr15	44534491	44539855	Chaitali_917	1	20	GB.specific	#e31a1c	chr15	44534491	44539855	anchor1	+	chr15	45584509	45591160	anchor2	+
186685	chr15	44661058	44665265	Chaitali_918	1	8.71385339296367	GB.specific	#e31a1c	chr15	44661058	44665265	anchor1	+	chr15	45020325	45029892	anchor2	+
186686	chr15	44661058	44665265	Chaitali_919	1	9.11609710055047	hAstro.specific	#1f78b4	chr15	44661058	44665265	anchor1	+	chr15	45105511	45120436	anchor2	+
186689	chr15	44661058	44665265	Chaitali_920	1	12.217403508317	GB.specific	#e31a1c	chr15	44661058	44665265	anchor1	+	chr15	45196890	45202578	anchor2	+
186691	chr15	44661058	44665265	Chaitali_921	1	4.58269306394181	GB.specific	#e31a1c	chr15	44661058	44665265	anchor1	+	chr15	45400525	45405692	anchor2	+
186692	chr15	44661058	44665265	Chaitali_922	1	13.373475952747	GB.specific	#e31a1c	chr15	44661058	44665265	anchor1	+	chr15	45584509	45591160	anchor2	+
186693	chr15	44782724	44786155	Chaitali_923	1	4.11456534131888	GB.specific	#e31a1c	chr15	44782724	44786155	anchor1	+	chr15	45196890	45202578	anchor2	+
186695	chr15	45004540	45010039	Chaitali_924	1	3.71408823217216	hAstro.specific	#1f78b4	chr15	45004540	45010039	anchor1	+	chr15	45277581	45280940	anchor2	+
186700	chr15	45020325	45029892	Chaitali_925	1	20	hAstro.specific	#1f78b4	chr15	45020325	45029892	anchor1	+	chr15	45453809	45464110	anchor2	+
186701	chr15	45020325	45029892	Chaitali_926	2	12.0596510102155	GB.specific	#e31a1c	chr15	45020325	45029892	anchor1	+	chr15	45520294	45524585	anchor2	+
186703	chr15	45105511	45120436	Chaitali_927	7	4.10002842187677	common	#a0a0a0	chr15	45105511	45120436	anchor1	+	chr15	45126955	45131759	anchor2	+
186704	chr15	45105511	45120436	Chaitali_928	1	2.14546117736831	GB.specific	#e31a1c	chr15	45105511	45120436	anchor1	+	chr15	45184402	45189784	anchor2	+
186705	chr15	45105511	45120436	Chaitali_929	2	3.09148909433035	GB.specific	#e31a1c	chr15	45105511	45120436	anchor1	+	chr15	45196890	45202578	anchor2	+
186706	chr15	45105511	45120436	Chaitali_930	2	5.70672037575322	hAstro.specific	#1f78b4	chr15	45105511	45120436	anchor1	+	chr15	45238448	45244713	anchor2	+
186707	chr15	45105511	45120436	Chaitali_931	3	20	GB.specific	#e31a1c	chr15	45105511	45120436	anchor1	+	chr15	45277581	45280940	anchor2	+
186708	chr15	45105511	45120436	Chaitali_932	1	5.75149435812088	GB.specific	#e31a1c	chr15	45105511	45120436	anchor1	+	chr15	45375095	45380113	anchor2	+
186709	chr15	45105511	45120436	Chaitali_933	4	20	common	#a0a0a0	chr15	45105511	45120436	anchor1	+	chr15	45400525	45405692	anchor2	+
186710	chr15	45105511	45120436	Chaitali_934	2	20	GB.specific	#e31a1c	chr15	45105511	45120436	anchor1	+	chr15	45453809	45464110	anchor2	+
186711	chr15	45105511	45120436	Chaitali_935	1	14.3875043685139	GB.specific	#e31a1c	chr15	45105511	45120436	anchor1	+	chr15	45520294	45524585	anchor2	+
186712	chr15	45105511	45120436	Chaitali_936	2	9.22457132050558	common	#a0a0a0	chr15	45105511	45120436	anchor1	+	chr15	45584509	45591160	anchor2	+
186713	chr15	45105511	45120436	Chaitali_937	2	6.7643020354353	GB.specific	#e31a1c	chr15	45105511	45120436	anchor1	+	chr15	45633613	45639403	anchor2	+
186716	chr15	45126955	45131759	Chaitali_938	3	20	common	#a0a0a0	chr15	45126955	45131759	anchor1	+	chr15	45400525	45405692	anchor2	+
186717	chr15	45126955	45131759	Chaitali_939	3	20	GB.specific	#e31a1c	chr15	45126955	45131759	anchor1	+	chr15	45453809	45464110	anchor2	+
186718	chr15	45126955	45131759	Chaitali_940	1	6.5803997596484	GB.specific	#e31a1c	chr15	45126955	45131759	anchor1	+	chr15	45584509	45591160	anchor2	+
186725	chr15	45164868	45168546	Chaitali_941	10	20	common	#a0a0a0	chr15	45164868	45168546	anchor1	+	chr15	45184402	45189784	anchor2	+
186726	chr15	45164868	45168546	Chaitali_942	21	20	common	#a0a0a0	chr15	45164868	45168546	anchor1	+	chr15	45196890	45202578	anchor2	+
186727	chr15	45164868	45168546	Chaitali_943	2	20	GB.specific	#e31a1c	chr15	45164868	45168546	anchor1	+	chr15	45277581	45280940	anchor2	+
186730	chr15	45164868	45168546	Chaitali_944	1	12.1214025671605	GB.specific	#e31a1c	chr15	45164868	45168546	anchor1	+	chr15	45375095	45380113	anchor2	+
186731	chr15	45164868	45168546	Chaitali_945	10	20	GB.specific	#e31a1c	chr15	45164868	45168546	anchor1	+	chr15	45400525	45405692	anchor2	+
186732	chr15	45164868	45168546	Chaitali_946	2	20	GB.specific	#e31a1c	chr15	45164868	45168546	anchor1	+	chr15	45453809	45464110	anchor2	+
186735	chr15	45164868	45168546	Chaitali_947	1	20	GB.specific	#e31a1c	chr15	45164868	45168546	anchor1	+	chr15	45633613	45639403	anchor2	+
186736	chr15	45184402	45189784	Chaitali_948	24	20	common	#a0a0a0	chr15	45184402	45189784	anchor1	+	chr15	45196890	45202578	anchor2	+
186740	chr15	45184402	45189784	Chaitali_949	9	20	common	#a0a0a0	chr15	45184402	45189784	anchor1	+	chr15	45400525	45405692	anchor2	+
186741	chr15	45184402	45189784	Chaitali_950	1	20	hAstro.specific	#1f78b4	chr15	45184402	45189784	anchor1	+	chr15	45453809	45464110	anchor2	+
186742	chr15	45184402	45189784	Chaitali_951	3	20	GB.specific	#e31a1c	chr15	45184402	45189784	anchor1	+	chr15	45520294	45524585	anchor2	+
186743	chr15	45184402	45189784	Chaitali_952	3	20	common	#a0a0a0	chr15	45184402	45189784	anchor1	+	chr15	45584509	45591160	anchor2	+
186745	chr15	45196890	45202578	Chaitali_953	8	20	common	#a0a0a0	chr15	45196890	45202578	anchor1	+	chr15	45277581	45280940	anchor2	+
186747	chr15	45196890	45202578	Chaitali_954	2	2.47292997486272	GB.specific	#e31a1c	chr15	45196890	45202578	anchor1	+	chr15	45324903	45328431	anchor2	+
186749	chr15	45196890	45202578	Chaitali_955	5	20	GB.specific	#e31a1c	chr15	45196890	45202578	anchor1	+	chr15	45375095	45380113	anchor2	+
186751	chr15	45196890	45202578	Chaitali_956	22	20	common	#a0a0a0	chr15	45196890	45202578	anchor1	+	chr15	45400525	45405692	anchor2	+
186752	chr15	45196890	45202578	Chaitali_957	2	10.050755351856	GB.specific	#e31a1c	chr15	45196890	45202578	anchor1	+	chr15	45429465	45431532	anchor2	+
186753	chr15	45196890	45202578	Chaitali_958	11	20	common	#a0a0a0	chr15	45196890	45202578	anchor1	+	chr15	45453809	45464110	anchor2	+
186754	chr15	45196890	45202578	Chaitali_959	2	20	GB.specific	#e31a1c	chr15	45196890	45202578	anchor1	+	chr15	45520294	45524585	anchor2	+
186755	chr15	45196890	45202578	Chaitali_960	8	20	GB.specific	#e31a1c	chr15	45196890	45202578	anchor1	+	chr15	45584509	45591160	anchor2	+
186757	chr15	45196890	45202578	Chaitali_961	4	20	GB.specific	#e31a1c	chr15	45196890	45202578	anchor1	+	chr15	45633613	45639403	anchor2	+
186758	chr15	45233576	45236858	Chaitali_962	13	3.41048478913896	hAstro.specific	#1f78b4	chr15	45233576	45236858	anchor1	+	chr15	45238448	45244713	anchor2	+
186760	chr15	45238448	45244713	Chaitali_963	2	3.00762458808192	hAstro.specific	#1f78b4	chr15	45238448	45244713	anchor1	+	chr15	45400525	45405692	anchor2	+
186763	chr15	45277581	45280940	Chaitali_964	4	20	GB.specific	#e31a1c	chr15	45277581	45280940	anchor1	+	chr15	45375095	45380113	anchor2	+
186764	chr15	45277581	45280940	Chaitali_965	11	20	common	#a0a0a0	chr15	45277581	45280940	anchor1	+	chr15	45400525	45405692	anchor2	+
186765	chr15	45277581	45280940	Chaitali_966	4	20	GB.specific	#e31a1c	chr15	45277581	45280940	anchor1	+	chr15	45453809	45464110	anchor2	+
186767	chr15	45277581	45280940	Chaitali_967	2	20	GB.specific	#e31a1c	chr15	45277581	45280940	anchor1	+	chr15	45584509	45591160	anchor2	+
186769	chr15	45295678	45299317	Chaitali_968	1	7.00509634249688	hAstro.specific	#1f78b4	chr15	45295678	45299317	anchor1	+	chr15	45400525	45405692	anchor2	+
186770	chr15	45295678	45299317	Chaitali_969	1	3.01135327886429	hAstro.specific	#1f78b4	chr15	45295678	45299317	anchor1	+	chr15	45453809	45464110	anchor2	+
186777	chr15	45375095	45380113	Chaitali_970	11	20	GB.specific	#e31a1c	chr15	45375095	45380113	anchor1	+	chr15	45400525	45405692	anchor2	+
186778	chr15	45375095	45380113	Chaitali_971	3	3.9126477954959	GB.specific	#e31a1c	chr15	45375095	45380113	anchor1	+	chr15	45453809	45464110	anchor2	+
186779	chr15	45375095	45380113	Chaitali_972	1	2.79861124662653	GB.specific	#e31a1c	chr15	45375095	45380113	anchor1	+	chr15	45520294	45524585	anchor2	+
186780	chr15	45375095	45380113	Chaitali_973	4	20	GB.specific	#e31a1c	chr15	45375095	45380113	anchor1	+	chr15	45584509	45591160	anchor2	+
186781	chr15	45375095	45380113	Chaitali_974	2	8.00875943804213	GB.specific	#e31a1c	chr15	45375095	45380113	anchor1	+	chr15	45633613	45639403	anchor2	+
186782	chr15	45400525	45405692	Chaitali_975	15	20	common	#a0a0a0	chr15	45400525	45405692	anchor1	+	chr15	45453809	45464110	anchor2	+
186783	chr15	45400525	45405692	Chaitali_976	6	20	common	#a0a0a0	chr15	45400525	45405692	anchor1	+	chr15	45520294	45524585	anchor2	+
186784	chr15	45400525	45405692	Chaitali_977	12	20	common	#a0a0a0	chr15	45400525	45405692	anchor1	+	chr15	45584509	45591160	anchor2	+
186785	chr15	45400525	45405692	Chaitali_978	2	3.48724935048463	hAstro.specific	#1f78b4	chr15	45400525	45405692	anchor1	+	chr15	45622902	45629481	anchor2	+
186787	chr15	45400525	45405692	Chaitali_979	3	20	common	#a0a0a0	chr15	45400525	45405692	anchor1	+	chr15	45633613	45639403	anchor2	+
186788	chr15	45429465	45431532	Chaitali_980	18	13.4740683988113	common	#a0a0a0	chr15	45429465	45431532	anchor1	+	chr15	45453809	45464110	anchor2	+
186789	chr15	45429465	45431532	Chaitali_981	5	12.9451522066654	common	#a0a0a0	chr15	45429465	45431532	anchor1	+	chr15	45584509	45591160	anchor2	+
186790	chr15	45453809	45464110	Chaitali_982	3	15.1468880149381	common	#a0a0a0	chr15	45453809	45464110	anchor1	+	chr15	45520294	45524585	anchor2	+
186791	chr15	45453809	45464110	Chaitali_983	14	20	common	#a0a0a0	chr15	45453809	45464110	anchor1	+	chr15	45584509	45591160	anchor2	+
186793	chr15	45453809	45464110	Chaitali_984	5	20	GB.specific	#e31a1c	chr15	45453809	45464110	anchor1	+	chr15	45633613	45639403	anchor2	+
186794	chr15	45520294	45524585	Chaitali_985	22	20	common	#a0a0a0	chr15	45520294	45524585	anchor1	+	chr15	45584509	45591160	anchor2	+
186795	chr15	45520294	45524585	Chaitali_986	2	20	GB.specific	#e31a1c	chr15	45520294	45524585	anchor1	+	chr15	45633613	45639403	anchor2	+
186798	chr15	45584509	45591160	Chaitali_987	12	20	common	#a0a0a0	chr15	45584509	45591160	anchor1	+	chr15	45633613	45639403	anchor2	+
186800	chr15	45584509	45591160	Chaitali_988	1	8.09930165395864	GB.specific	#e31a1c	chr15	45584509	45591160	anchor1	+	chr15	47180739	47187715	anchor2	+
186803	chr15	47157748	47160531	Chaitali_989	2	7.75347759049559	GB.specific	#e31a1c	chr15	47157748	47160531	anchor1	+	chr15	48329149	48335321	anchor2	+
186804	chr15	47157748	47160531	Chaitali_990	2	5.10285252652617	GB.specific	#e31a1c	chr15	47157748	47160531	anchor1	+	chr15	48640658	48647801	anchor2	+
186805	chr15	47180739	47187715	Chaitali_991	3	5.89087735778526	GB.specific	#e31a1c	chr15	47180739	47187715	anchor1	+	chr15	47472172	47474179	anchor2	+
186806	chr15	47180739	47187715	Chaitali_992	8	20	common	#a0a0a0	chr15	47180739	47187715	anchor1	+	chr15	47714739	47726438	anchor2	+
186811	chr15	47180739	47187715	Chaitali_993	1	20	GB.specific	#e31a1c	chr15	47180739	47187715	anchor1	+	chr15	48172811	48180536	anchor2	+
186813	chr15	47180739	47187715	Chaitali_994	4	20	GB.specific	#e31a1c	chr15	47180739	47187715	anchor1	+	chr15	48280344	48286995	anchor2	+
186814	chr15	47180739	47187715	Chaitali_995	5	20	common	#a0a0a0	chr15	47180739	47187715	anchor1	+	chr15	48329149	48335321	anchor2	+
186817	chr15	47180739	47187715	Chaitali_996	1	8.22359966809312	GB.specific	#e31a1c	chr15	47180739	47187715	anchor1	+	chr15	48947616	48965485	anchor2	+
186818	chr15	47180739	47187715	Chaitali_997	1	5.26446635672876	GB.specific	#e31a1c	chr15	47180739	47187715	anchor1	+	chr15	49041389	49047728	anchor2	+
186820	chr15	47272651	47279917	Chaitali_998	2	11.7694222550964	common	#a0a0a0	chr15	47272651	47279917	anchor1	+	chr15	47714739	47726438	anchor2	+
186822	chr15	47472172	47474179	Chaitali_999	6	12.7755900700134	GB.specific	#e31a1c	chr15	47472172	47474179	anchor1	+	chr15	47714739	47726438	anchor2	+
186827	chr15	47714739	47726438	Chaitali_1000	5	20	common	#a0a0a0	chr15	47714739	47726438	anchor1	+	chr15	47901808	47905556	anchor2	+
186830	chr15	47714739	47726438	Chaitali_1001	5	20	GB.specific	#e31a1c	chr15	47714739	47726438	anchor1	+	chr15	48058236	48063227	anchor2	+
186831	chr15	47714739	47726438	Chaitali_1002	2	20	GB.specific	#e31a1c	chr15	47714739	47726438	anchor1	+	chr15	48084842	48090642	anchor2	+
186834	chr15	47714739	47726438	Chaitali_1003	2	20	GB.specific	#e31a1c	chr15	47714739	47726438	anchor1	+	chr15	48172811	48180536	anchor2	+
186836	chr15	47714739	47726438	Chaitali_1004	6	20	GB.specific	#e31a1c	chr15	47714739	47726438	anchor1	+	chr15	48280344	48286995	anchor2	+
186837	chr15	47714739	47726438	Chaitali_1005	6	20	GB.specific	#e31a1c	chr15	47714739	47726438	anchor1	+	chr15	48329149	48335321	anchor2	+
186838	chr15	47714739	47726438	Chaitali_1006	1	4.67188832019743	GB.specific	#e31a1c	chr15	47714739	47726438	anchor1	+	chr15	48540804	48544872	anchor2	+
186841	chr15	47714739	47726438	Chaitali_1007	1	10.8386822682078	GB.specific	#e31a1c	chr15	47714739	47726438	anchor1	+	chr15	48947616	48965485	anchor2	+
186847	chr15	48044889	48048583	Chaitali_1008	3	7.58858172080992	GB.specific	#e31a1c	chr15	48044889	48048583	anchor1	+	chr15	48172811	48180536	anchor2	+
186848	chr15	48044889	48048583	Chaitali_1009	1	3.76594691548612	GB.specific	#e31a1c	chr15	48044889	48048583	anchor1	+	chr15	48329149	48335321	anchor2	+
186850	chr15	48058236	48063227	Chaitali_1010	3	20	GB.specific	#e31a1c	chr15	48058236	48063227	anchor1	+	chr15	48172811	48180536	anchor2	+
186851	chr15	48058236	48063227	Chaitali_1011	1	5.46164277066405	GB.specific	#e31a1c	chr15	48058236	48063227	anchor1	+	chr15	48280344	48286995	anchor2	+
186852	chr15	48058236	48063227	Chaitali_1012	1	5.81331571556251	hAstro.specific	#1f78b4	chr15	48058236	48063227	anchor1	+	chr15	48329149	48335321	anchor2	+
186855	chr15	48084842	48090642	Chaitali_1013	1	2.6811600247516	GB.specific	#e31a1c	chr15	48084842	48090642	anchor1	+	chr15	48172811	48180536	anchor2	+
186857	chr15	48084842	48090642	Chaitali_1014	2	20	GB.specific	#e31a1c	chr15	48084842	48090642	anchor1	+	chr15	48329149	48335321	anchor2	+
186861	chr15	48172811	48180536	Chaitali_1015	10	13.4820626573537	common	#a0a0a0	chr15	48172811	48180536	anchor1	+	chr15	48190242	48193167	anchor2	+
186862	chr15	48172811	48180536	Chaitali_1016	6	20	GB.specific	#e31a1c	chr15	48172811	48180536	anchor1	+	chr15	48280344	48286995	anchor2	+
